Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Num_Days,Train_Category
58221,CHRM - CHD P,CHIRMIRI,CHANDIA ROAD,Wednesday,1,Weekday
58222,CHD - CHRM P,CHANDIA ROAD,CHIRMIRI,Friday,1,Weekday
58223,MDGR-ABKP PA,MANENDRAGARH,AMBIKAPUR,Saturday,1,Weekend
58224,ABKP-APR PAS,AMBIKAPUR,ANUPPUR JN.,Wednesday,1,Weekday
58227,APR - MDGR P,ANUPPUR JN.,MANENDRAGARH,Tuesday,1,Weekday
58301,SBP-KRPU PAS,SAMBALPUR JN.,KORAPUT JN.,Sunday,1,Weekend
58302,KRPU-SBP PAS,KORAPUT JN.,SAMBALPUR JN.,Friday,1,Weekday
58303,SBP-LJR-JNRD,LANJI GARH ROAD,JUNAGARH ROAD,Friday,1,Weekday
58304,JNR-LJR-SBP,JUNAGARH ROAD,LANJI GARH ROAD,Saturday,1,Weekend
58401,CTC-PRDP,CUTTACK JN.,PARADEEP,Monday,1,Weekday
58402,PRDP-CTC,PARADEEP,CUTTACK JN.,Thursday,1,Weekday
58403,KUR-PURI PAS,KHURDA ROAD JN.,PURI,Sunday,1,Weekend
58404,PURI-KUR PAS,PURI,KHURDA ROAD JN.,Monday,1,Weekday
58405,CTC-PRDP,CUTTACK JN.,PARADEEP,Monday,1,Weekday
58406,PRDP-CTC,PARADEEP,CUTTACK JN.,Tuesday,1,Weekday
58408,BBS-BHC PASS,BHUBANESWAR,BHADRAKH,Friday,1,Weekday
58409,KUR-PURI PAS,KHURDA ROAD JN.,PURI,Friday,1,Weekday
58410,PURI-KUR PAS,PURI,KHURDA ROAD JN.,Wednesday,1,Weekday
58411,BBS-BAM PASS,BHUBANESWAR,BERHAMPUR,Friday,1,Weekday
58412,BAM-BBS PASS,BERHAMPUR,BHUBANESWAR,Friday,1,Weekday
58413,TLHR-PURI PA,TALCHER,PURI,Saturday,1,Weekend
58414,PURI-TLHR PA,PURI,TALCHER,Friday,1,Weekday
58415,CTC-PURI PAS,CUTTACK JN.,PURI,Friday,1,Weekday
58416,PURI-CTC PAS,PURI,CUTTACK JN.,Thursday,1,Weekday
58417,PURI-GNPR PA,PURI,GUNUPUR,Wednesday,1,Weekday
58418,GNPR-PURI PA,GUNUPUR,PURI,Tuesday,1,Weekday
58419,BBS-PSA PASS,BHUBANESWAR,PALASA,Saturday,1,Weekend
58420,PSA-BBS PASS,PALASA,BHUBANESWAR,Sunday,1,Weekend
58421,ANGL-PURI PA,ANGUL,PURI,Monday,1,Weekday
58422,PURI-ANGL PA,PURI,ANGUL,Sunday,1,Weekend
58423,BHC-CTC,BHADRAKH,CUTTACK JN.,Saturday,1,Weekend
58424,CTC-BHC,CUTTACK JN.,BHADRAKH,Tuesday,1,Weekday
58425,KDJR-BBS FAS,KENDUJHAR,BHUBANESWAR,Sunday,1,Weekend
58426,BBS-KDJR FAS,BHUBANESWAR,KENDUJHAR,Monday,1,Weekday
58427,PSA-GNPR PAS,PALASA,GUNUPUR,Thursday,1,Weekday
58428,GNPR-PSA PAS,GUNUPUR,PALASA,Thursday,1,Weekday
58429,KUR-NYGT PAS,KHURDA ROAD JN.,NAYAGARHTOWN,Sunday,1,Weekend
58430,NYGT-KUR PAS,NAYAGARHTOWN,KHURDA ROAD JN.,Monday,1,Weekday
58431,KUR-NYGT PAS,KHURDA ROAD JN.,NAYAGARHTOWN,Monday,1,Weekday
58432,NYGT-KUR PAS,NAYAGARHTOWN,KHURDA ROAD JN.,Friday,1,Weekday
58433,CTC-BAM FAST,CUTTACK JN.,BERHAMPUR,Sunday,1,Weekend
58434,BAM-CTC  FAS,BERHAMPUR,CUTTACK JN.,Saturday,1,Weekend
58435,BHC-CTC,BHADRAKH,CUTTACK JN.,Monday,1,Weekday
58436,CTC-BHC,CUTTACK JN.,BHADRAKH,Wednesday,1,Weekday
58501,VSKP-KRDL PA,VISAKHAPATNAM,KIRANDUL,Monday,1,Weekday
58502,KRDL-VSKP,KIRANDUL,VISAKHAPATNAM,Thursday,1,Weekday
58503,RGDA-VSKP PA,RAYAGADA JN.,VISAKHAPATNAM,Sunday,1,Weekend
58504,VSKP-RGDA PA,VISAKHAPATNAM,RAYAGADA JN.,Monday,1,Weekday
58505,GNPR-VSKP PA,GUNUPUR,VISAKHAPATNAM,Thursday,1,Weekday
58506,VSKP-GNPR PA,VISAKHAPATNAM,GUNUPUR,Sunday,1,Weekend
58525,PSA-VSKP PAS,PALASA,VISAKHAPATNAM,Thursday,1,Weekday
58526,VSKP-PSA PAS,VISAKHAPATNAM,PALASA,Friday,1,Weekday
58527,R-VSKP PASS,RAIPUR JN.,VISAKHAPATNAM,Saturday,1,Weekend
58528,VSKP-R PASSE,VISAKHAPATNAM,RAIPUR JN.,Wednesday,1,Weekday
58529,DURG-VSKP PA,DURG,VISAKHAPATNAM,Saturday,1,Weekend
58530,VSKP-DURG PA,VISAKHAPATNAM,DURG,Wednesday,1,Weekday
58531,PSA-VSKP PAS,PALASA,VISAKHAPATNAM,Thursday,1,Weekday
58532,VSKP - PSA P,VISAKHAPATNAM,PALASA,Monday,1,Weekday
58533,CTC-PSA PASS,CUTTACK JN.,PALASA,Friday,1,Weekday
58534,PSA-CTC PASS,PALASA,CUTTACK JN.,Thursday,1,Weekday
58535,CTC-PRDP,CUTTACK JN.,PARADEEP,Sunday,1,Weekend
58536,PRDP-CTC,PARADEEP,CUTTACK JN.,Saturday,1,Weekend
58537,KRPU-VSKP PA,KORAPUT JN.,VISAKHAPATNAM,Sunday,1,Weekend
58538,VSKP-KRPU PA,VISAKHAPATNAM,KORAPUT JN.,Saturday,1,Weekend
58601,KGP ADRA PAS,KHARAGPUR,ADRA,Thursday,1,Weekday
58602,ADRA KGP PAS,ADRA,KHARAGPUR,Tuesday,1,Weekday
58603,KGP GOMO PAS,KHARAGPUR,NSC BOSE J GOMO,Saturday,1,Weekend
58604,GOMO KGP PAS,NSC BOSE J GOMO,KHARAGPUR,Tuesday,1,Weekday
58621,ADRA BARKAKA,ADRA,BARKAKANA,Wednesday,1,Weekday
58622,BARKAKANA AD,BARKAKANA,ADRA,Monday,1,Weekday
58651,RNC LAD PASS,RANCHI,LOHARDAGA  BS,Saturday,1,Weekend
58652,LAD RNC PASS,LOHARDAGA  BS,RANCHI,Thursday,1,Weekday
58653,RNC BICI -TO,RANCHI,TORI,Saturday,1,Weekend
58654,TORI-BICI -,TORI,RANCHI,Friday,1,Weekday
58655,RNC-LAD PASS,RANCHI,LOHARDAGA  BS,Sunday,1,Weekend
58656,LAD RNC PASS,LOHARDAGA  BS,RANCHI,Tuesday,1,Weekday
58657,RNC-LAD PASS,RANCHI,LOHARDAGA  BS,Saturday,1,Weekend
58658,LAD-RNC PASS,LOHARDAGA  BS,RANCHI,Sunday,1,Weekend
58659,HTE-ROU PASS,HATIA,ROURKELA,Monday,1,Weekday
58660,ROU-HTE PASE,ROURKELA,HATIA,Tuesday,1,Weekday
58661,TATA-HTE PAS,TATANAGAR JN,HATIA,Saturday,1,Weekend
58662,HTE TATA PAS,HATIA,TATANAGAR JN,Wednesday,1,Weekday
58701,SDL - ABKP P,SHAHDOL,AMBIKAPUR,Sunday,1,Weekend
58702,ABKP - SDL P,AMBIKAPUR,SHAHDOL,Wednesday,1,Weekday
58711,KENDRI-DHAMT,KENDRI,DHAMTARI,Thursday,1,Weekday
58712,DHAMTARI-KEN,DHAMTARI,KENDRI,Sunday,1,Weekend
58713,KENDRI-DHAMT,KENDRI,DHAMTARI,Monday,1,Weekday
58714,DHAMTARI-KEN,DHAMTARI,KENDRI,Friday,1,Weekday
58715,KENDRI-DHAMT,KENDRI,DHAMTARI,Wednesday,1,Weekday
58716,DHAMTARI-KEN,DHAMTARI,KENDRI,Sunday,1,Weekend
58717,KENDRI-RAJIM,KENDRI,RAJIM,Tuesday,1,Weekday
58718,RAJIM-KENDRI,RAJIM,KENDRI,Saturday,1,Weekend
58719,ABHANPUR-RAJ,ABHANPUR JN.,RAJIM,Tuesday,1,Weekday
58720,RAJIM-ABHANP,RAJIM,ABHANPUR JN.,Thursday,1,Weekday
58721,ABHANPUR-RAJ,ABHANPUR JN.,RAJIM,Saturday,1,Weekend
58722,RAJIM-ABHANP,RAJIM,ABHANPUR JN.,Tuesday,1,Weekday
58801,BPQ - G PASS,BALHARSHAH,GONDIA JN.,Wednesday,1,Weekday
58802,G - BPQ PASS,GONDIA JN.,BALHARSHAH,Tuesday,1,Weekday
58803,BPQ - G PASS,BALHARSHAH,GONDIA JN.,Tuesday,1,Weekday
58804,G - BPQ PASS,GONDIA JN.,BALHARSHAH,Saturday,1,Weekend
58805,CAF - G PASS,CHANDAFORT,GONDIA JN.,Monday,1,Weekday
58806,G - WSA PASS,GONDIA JN.,WADSA,Wednesday,1,Weekday
58808,WSA - CAF PA,WADSA,CHANDAFORT,Wednesday,1,Weekday
58809,RTK-ITR LOCA,RAMTEK,ITWARI JN.,Sunday,1,Weekend
58810,NGP-RTK LOCA,NAGPUR JN.(CR),RAMTEK,Thursday,1,Weekday
58811,RTK-NGP LOCA,RAMTEK,NAGPUR JN.(CR),Saturday,1,Weekend
58812,ITR- RTK LOC,ITWARI JN.,RAMTEK,Tuesday,1,Weekday
58813,RTK-ITR LOCA,RAMTEK,ITWARI JN.,Saturday,1,Weekend
58814,ITR- RTK LOC,ITWARI JN.,RAMTEK,Thursday,1,Weekday
58815,ITR - TRDI L,ITWARI JN.,TIRODI,Thursday,1,Weekday
58816,TRDI - ITR L,TIRODI,ITWARI JN.,Wednesday,1,Weekday
58817,TMR-TRDI LOC,TUMSAR RD,TIRODI,Saturday,1,Weekend
58818,TRDI-TMR LOC,TIRODI,TUMSAR RD,Tuesday,1,Weekday
58843,ITR-NAB PASS,ITWARI JN.,NAGBHIR JN.,Tuesday,1,Weekday
58844,NAB-ITR PASS,NAGBHIR JN.,ITWARI JN.,Monday,1,Weekday
58845,ITR-NAB PASS,ITWARI JN.,NAGBHIR JN.,Wednesday,1,Weekday
58846,NAB-ITR PASS,NAGBHIR JN.,ITWARI JN.,Wednesday,1,Weekday
58847,ITR-NAB PASS,ITWARI JN.,NAGBHIR JN.,Thursday,1,Weekday
58848,NAB-ITR PASS,NAGBHIR JN.,ITWARI JN.,Sunday,1,Weekend
58877,ITR NAB PASS,ITWARI JN.,NAGBHIR JN.,Saturday,1,Weekend
58878,NAB ITR PASS,NAGBHIR JN.,ITWARI JN.,Sunday,1,Weekend
59013,BHUSAVAL PAS,SURAT,BHUSAVAL JN.,Sunday,1,Weekend
59014,SURAT PASSEN,BHUSAVAL JN.,SURAT,Sunday,1,Weekend
59023,BCT BL PASS,MUMBAI CENTRAL,VALSAD,Saturday,1,Weekend
59024,BL BCT PASS,VALSAD,MUMBAI CENTRAL,Friday,1,Weekday
59037,VIRAR ST PAS,VIRAR,SURAT,Thursday,1,Weekday
59038,SURAT VR PAS,SURAT,VIRAR,Saturday,1,Weekend
59039,VR BL SHUTTL,VIRAR,VALSAD,Friday,1,Weekday
59040,VAPI VR SHUT,VAPI,VIRAR,Tuesday,1,Weekday
59045,VAPI PASSENG,BANDRA TERMINUS,VAPI,Tuesday,1,Weekday
59046,BL BDTS PASS,VALSAD,BANDRA TERMINUS,Monday,1,Weekday
59048,SURAT BL PAS,SURAT,VALSAD,Monday,1,Weekday
59049,VALSAD VG  P,VALSAD,VIRAMGAM JN,Sunday,1,Weekend
59050,VG VALSAD PA,VIRAMGAM JN,VALSAD,Friday,1,Weekday
59075,BHUSAVAL PAS,SURAT,BHUSAVAL JN.,Sunday,1,Weekend
59076,BSL ST BCT P,BHUSAVAL JN.,SURAT,Saturday,1,Weekend
59077,BHUSAVAL PAS,SURAT,BHUSAVAL JN.,Saturday,1,Weekend
59078,SURAT PASSEN,BHUSAVAL JN.,SURAT,Saturday,1,Weekend
59101,BRC KATHANA,VADODARA JN.,KATHANA,Saturday,1,Weekend
59102,KATHANA BRC,KATHANA,VADODARA JN.,Monday,1,Weekday
59103,BRC KATHANA,VADODARA JN.,KATHANA,Friday,1,Weekday
59104,KATHANA BRC,KATHANA,VADODARA JN.,Friday,1,Weekday
59117,PRTN-BDE,PRATAP NAGAR,CHHOTA UDEPUR,Sunday,1,Weekend
59118,CTD - BRC,CHHOTA UDEPUR,VADODARA JN.,Monday,1,Weekday
59119,BRC - CTD,VADODARA JN.,CHHOTA UDEPUR,Friday,1,Weekday
59120,CTD - PRTN P,CHHOTA UDEPUR,PRATAP NAGAR,Friday,1,Weekday
59121,PRTN - BDE P,VADODARA JN.,CHHOTA UDEPUR,Friday,1,Weekday
59122,BDE-PRTN PAS,CHHOTA UDEPUR,VADODARA JN.,Friday,1,Weekday
59151,ND - MODASA,NADIAD JN.,MODASA,Saturday,1,Weekend
59152,MODASA - ND,MODASA,NADIAD JN.,Friday,1,Weekday
59153,ND-MDSA PASS,NADIAD JN.,MODASA,Friday,1,Weekday
59154,MDSA - ND PA,MODASA,NADIAD JN.,Tuesday,1,Weekday
59161,BHARUCH ANND,BHARUCH JN.,ANAND JN.,Saturday,1,Weekend
59162,ANND BHARUCH,ANAND JN.,BHARUCH JN.,Thursday,1,Weekday
59163,ANND VTL PAS,ANAND JN.,VADTAL SWAMINARAYAN,Friday,1,Weekday
59164,VTL ANND PAS,VADTAL SWAMINARAYAN,ANAND JN.,Wednesday,1,Weekday
59167,AKV-RAJ-AKV,ANKLESHWAR JN.,RAJPIPLA,Wednesday,1,Weekday
59168,AKV-RAJ-AKV,RAJPIPLA,ANKLESHWAR JN.,Saturday,1,Weekend
59169,ANND VTL PAS,ANAND JN.,VADTAL SWAMINARAYAN,Wednesday,1,Weekday
59170,VTL ANND PAS,VADTAL SWAMINARAYAN,ANAND JN.,Tuesday,1,Weekday
59201,PIT - BVC PA,PALITANA,BHAVNAGAR TERMINUS,Sunday,1,Weekend
59202,BVC - PIT PA,BHAVNAGAR TERMINUS,PALITANA,Thursday,1,Weekday
59203,SUNR-BVC PAS,SURENDRANAGAR,BHAVNAGAR TERMINUS,Monday,1,Weekday
59204,BVC-SUNR FAS,BHAVNAGAR TERMINUS,SURENDRANAGAR,Sunday,1,Weekend
59205,WSJ PBR PASS,KANALUS,PORBANDAR,Monday,1,Weekday
59206,PBR WSJ PASS,PORBANDAR,KANALUS,Thursday,1,Weekday
59207,BVC OKHA PAS,BHAVNAGAR TERMINUS,OKHA,Thursday,1,Weekday
59208,BHAVNAGAR PA,OKHA,BHAVNAGAR TERMINUS,Wednesday,1,Weekday
59211,RJT PBR FAST,RAJKOT,PORBANDAR,Monday,1,Weekday
59212,PBR RJT FAST,PORBANDAR,RAJKOT,Wednesday,1,Weekday
59213,BNVD PBR PAS,BHANVAD,PORBANDAR,Friday,1,Weekday
59214,PBR BNVDPASS,PORBANDAR,BHANVAD,Wednesday,1,Weekday
59215,BNVD PBR PAS,BHANVAD,PORBANDAR,Wednesday,1,Weekday
59216,PBR BNVD PAS,PORBANDAR,BHANVAD,Thursday,1,Weekday
59225,BVC - MHV PA,BHAVNAGAR TERMINUS,MAHUVA,Saturday,1,Weekend
59226,MHV - BVC PA,MAHUVA,BHAVNAGAR TERMINUS,Saturday,1,Weekend
59227,BTD - BVC PA,BOTAD,BHAVNAGAR TERMINUS,Thursday,1,Weekday
59228,BVC - BTD PA,BHAVNAGAR TERMINUS,BOTAD,Thursday,1,Weekday
59229,DHG - BVC PA,DHRANGADHRA,BHAVNAGAR TERMINUS,Saturday,1,Weekend
59230,BVC - DHG PA,BHAVNAGAR TERMINUS,DHRANGADHRA,Monday,1,Weekday
59231,SUNR - BTD P,SURENDRANAGAR,BOTAD,Sunday,1,Weekend
59232,BTD - SUNR P,BOTAD,SURENDRANAGAR,Friday,1,Weekday
59233,SUNR BTD PAS,SURENDRANAGAR,BHAVNAGAR TERMINUS,Wednesday,1,Weekday
59234,BTD - SUNR P,BHAVNAGAR TERMINUS,SURENDRANAGAR,Tuesday,1,Weekday
59235,DLJ - MHV PA,DHOLA JN,MAHUVA,Tuesday,1,Weekday
59236,MHV - DLJ PA,MAHUVA,DHOLA JN,Saturday,1,Weekend
59243,RJU - MHV PA,RAJULA CITY,MAHUVA,Friday,1,Weekday
59244,MHV - RJU PA,MAHUVA,RAJULA CITY,Tuesday,1,Weekday
59267,PIT - BVC PA,PALITANA,BHAVNAGAR TERMINUS,Wednesday,1,Weekday
59268,BVC - PIT PA,BHAVNAGAR TERMINUS,PALITANA,Friday,1,Weekday
59269,PIT - BVC PA,PALITANA,BHAVNAGAR TERMINUS,Friday,1,Weekday
59270,BVC - PIT PA,BHAVNAGAR TERMINUS,PALITANA,Wednesday,1,Weekday
59271,SUNR - BVC P,SURENDRANAGAR,BHAVNAGAR TERMINUS,Thursday,1,Weekday
59272,BVC - SUNR P,BHAVNAGAR TERMINUS,SURENDRANAGAR,Sunday,1,Weekend
59295,PIT - BVC PA,PALITANA,BHAVNAGAR TERMINUS,Thursday,1,Weekday
59296,BVC - PIT PA,BHAVNAGAR TERMINUS,PALITANA,Thursday,1,Weekday
59297,PBR-SMNH PAS,PORBANDAR,SOMNATH,Saturday,1,Weekend
59298,SMNH-PBR PAS,SOMNATH,PORBANDAR,Sunday,1,Weekend
59306,UJN INDB PAS,UJJAIN JN,INDORE BG,Tuesday,1,Weekday
59307,INDB UJN PAS,INDORE BG,UJJAIN JN,Monday,1,Weekday
59317,NAD UJN PASS,NAGDA JN,UJJAIN JN,Sunday,1,Weekend
59318,UJN NAD PASS,UJJAIN JN,NAGDA JN,Sunday,1,Weekend
59319,UJN BPL PASS,UJJAIN JN,BHOPAL,Wednesday,1,Weekday
59320,BPL UJJAIN P,BHOPAL,UJJAIN JN,Friday,1,Weekday
59341,NAGDA BINA P,NAGDA JN,BINA,Monday,1,Weekday
59342,BINA NAD PAS,BINA,NAGDA JN,Saturday,1,Weekend
59345,RTM NAD PASS,RATLAM JN,NAGDA JN,Sunday,1,Weekend
59346,NAD RTM PASS,NAGDA JN,RATLAM JN,Thursday,1,Weekday
59353,NAD UJN PASS,NAGDA JN,UJJAIN JN,Friday,1,Weekday
59354,UJN NAD PASS,UJJAIN JN,NAGDA JN,Friday,1,Weekday
59355,RATLAM MTJ P,RATLAM JN,MATHURA JN.,Thursday,1,Weekday
59356,MTJ RATLAM P,MATHURA JN.,RATLAM JN,Saturday,1,Weekend
59357,BXN-JAB PASS,BAYANA,YAMUNA BRIDGE,Wednesday,1,Weekday
59358,JAB-BXN PASS,YAMUNA BRIDGE,BAYANA,Monday,1,Weekday
59359,BXN-MTJ PASS,BAYANA,MATHURA JN.,Saturday,1,Weekend
59360,MTJ-BXN PASS,MATHURA JN.,BAYANA,Thursday,1,Weekday
59379,IND MKC PASS,INDORE BG,MAKSI JN,Tuesday,1,Weekday
59380,MKC - IND PA,MAKSI JN,INDORE BG,Monday,1,Weekday
59385,PANCHVALLEY,INDORE BG,CHHINWARA JN,Sunday,1,Weekend
59386,PANCHVALLEY,CHHINWARA JN,INDORE BG,Friday,1,Weekday
59387,NAD INDB PAS,NAGDA JN,INDORE BG,Tuesday,1,Weekday
59388,INDB - NAD P,INDORE BG,NAGDA JN,Sunday,1,Weekend
59393,DHD HBJ FAST,DAHOD,BHOPAL,Tuesday,1,Weekday
59394,HBJ DHD FAST,BHOPAL,DAHOD,Tuesday,1,Weekday
59395,BZU- CWA PAS,BETUL,CHHINWARA JN,Wednesday,1,Weekday
59396,CWA - BZU PA,CHHINWARA JN,BETUL,Tuesday,1,Weekday
59421,RJT VRL PASS,RAJKOT,VERAVAL,Wednesday,1,Weekday
59422,SMNH RJT PAS,SOMNATH,RAJKOT,Wednesday,1,Weekday
59423,RJT SMNH PAS,RAJKOT,SOMNATH,Sunday,1,Weekend
59424,VRL  - RJT P,VERAVAL,RAJKOT,Friday,1,Weekday
59425,BHUJ - PNU P,NEW BHUJ,PALANPUR JN,Sunday,1,Weekend
59426,PNU - BHUJ P,PALANPUR JN,NEW BHUJ,Friday,1,Weekday
59439,AHMADABAD PA,MUMBAI CENTRAL,AHMEDABAD,Tuesday,1,Weekday
59440,AHMADABAD PA,AHMEDABAD,MUMBAI CENTRAL,Monday,1,Weekday
59441,AHMEDABAD PA,MUMBAI CENTRAL,AHMEDABAD,Tuesday,1,Weekday
59442,AHMEDABAD PA,AHMEDABAD,MUMBAI CENTRAL,Saturday,1,Weekend
59473,ADI - PTN PA,AHMEDABAD,PATAN,Monday,1,Weekday
59474,PTN - ADI PA,PATAN,AHMEDABAD,Monday,1,Weekday
59475,MSH - PTN PA,MAHESANA JN,PATAN,Thursday,1,Weekday
59476,PTN - MSH PA,PATAN,MAHESANA JN,Monday,1,Weekday
59477,MSH - PTN PA,MAHESANA JN,PATAN,Saturday,1,Weekend
59478,MSH - PTN PA,PATAN,MAHESANA JN,Sunday,1,Weekend
59481,MSH - PTN PA,MAHESANA JN,PATAN,Sunday,1,Weekend
59482,PTN - MSH PA,PATAN,MAHESANA JN,Thursday,1,Weekday
59483,MSH - PTN PA,MAHESANA JN,PATAN,Saturday,1,Weekend
59484,PTN - MSH PA,PATAN,MAHESANA JN,Saturday,1,Weekend
59503,VG OKHA FAST,VIRAMGAM JN,OKHA,Monday,1,Weekday
59504,OKHA VG FAST,OKHA,VIRAMGAM JN,Tuesday,1,Weekday
59507,RJT- SMNH PA,RAJKOT,SOMNATH,Tuesday,1,Weekday
59508,SMNH -RJT PA,SOMNATH,RAJKOT,Wednesday,1,Weekday
59509,MSH - VG PAS,MAHESANA JN,VIRAMGAM JN,Sunday,1,Weekend
59510,VG-MSH PASSE,VIRAMGAM JN,MAHESANA JN,Tuesday,1,Weekday
59511,MSH - VG PAS,MAHESANA JN,VIRAMGAM JN,Saturday,1,Weekend
59512,VG-MSH PASSE,VIRAMGAM JN,MAHESANA JN,Tuesday,1,Weekday
59547,OKHA PASSENG,AHMEDABAD,OKHA,Saturday,1,Weekend
59548,OKHA ADI PAS,OKHA,AHMEDABAD,Friday,1,Weekday
59549,SANKALP FAST,VADODARA JN.,AHMEDABAD,Tuesday,1,Weekday
59550,SANKALP FAST,AHMEDABAD,VADODARA JN.,Wednesday,1,Weekday
59601,MJ AII PASS,MARWAR JN.,AJMER JN.,Saturday,1,Weekend
59602,AII MJ PASS,AJMER JN.,MARWAR JN.,Saturday,1,Weekend
59603,AII - UDZ PA,MADAR JN,UDAIPUR CITY,Sunday,1,Weekend
59604,UDZ-AII PASS,UDAIPUR CITY,MADAR JN,Saturday,1,Weekend
59605,COR-UDZ PASS,CHITTAURGARH JN,UDAIPUR CITY,Saturday,1,Weekend
59606,UDZ-COR PASS,UDAIPUR CITY,CHITTAURGARH JN,Saturday,1,Weekend
59607,AJMER - PUSH,AJMER JN.,PUSHKAR TERMINUS,Wednesday,1,Weekday
59608,PUSHKER - AJ,PUSHKAR TERMINUS,AJMER JN.,Friday,1,Weekday
59705,SOG-JP PASS.,SURATGARH JN.,JAIPUR JN.,Monday,1,Weekday
59706,JP-SOG PASSA,JAIPUR JN.,SURATGARH JN.,Tuesday,1,Weekday
59707,APH-SOG  PAS,ANUPGARH,SURATGARH JN.,Tuesday,1,Weekday
59708,SOG - APH PA,SURATGARH JN.,ANUPGARH,Wednesday,1,Weekday
59709,APH-SOG  PAS,ANUPGARH,SURATGARH JN.,Tuesday,1,Weekday
59710,SOG-APH PASS,SURATGARH JN.,ANUPGARH,Saturday,1,Weekend
59711,BTI- SOG  PA,BATHINDA JN,SURATGARH JN.,Friday,1,Weekday
59712,SOG-BTI  PAS,SURATGARH JN.,BATHINDA JN,Sunday,1,Weekend
59713,FL-JP PASS,PHULERA JN.,JAIPUR JN.,Tuesday,1,Weekday
59714,JP - FL PASS,JAIPUR JN.,PHULERA JN.,Sunday,1,Weekend
59715,FL-RE PASSEN,PHULERA JN.,REWARI JN.,Thursday,1,Weekday
59716,RE-FL PASSEN,REWARI JN.,PHULERA JN.,Friday,1,Weekday
59717,FL-RE PASSEN,PHULERA JN.,REWARI JN.,Monday,1,Weekday
59718,RE-FL PASSEN,REWARI JN.,PHULERA JN.,Wednesday,1,Weekday
59719,FL-RE SPL PA,PHULERA JN.,REWARI JN.,Sunday,1,Weekend
59720,RE-FL SPL PA,REWARI JN.,PHULERA JN.,Monday,1,Weekday
59721,JP-HSR PASSE,JAIPUR JN.,HISAR JN,Friday,1,Weekday
59722,HSR-JP PASS.,HISAR JN,JAIPUR JN.,Monday,1,Weekday
59727,SIKR  RE PAS,SIKAR JN.,REWARI JN.,Tuesday,1,Weekday
59728,RE SIKR PASS,REWARI JN.,SIKAR JN.,Thursday,1,Weekday
59729,SIKR RE PASS,SIKAR JN.,REWARI JN.,Sunday,1,Weekend
59730,RE SIKR PASS,REWARI JN.,SIKAR JN.,Thursday,1,Weekday
59731,APH-SOG HOLI,ANUPGARH,SURATGARH JN.,Tuesday,1,Weekday
59732,SOG-APH HOLI,SURATGARH JN.,ANUPGARH,Friday,1,Weekday
59733,APH-SOG PASS,ANUPGARH,SURATGARH JN.,Friday,1,Weekday
59734,SOG-APH HOLI,SURATGARH JN.,ANUPGARH,Thursday,1,Weekday
59735,FPS-SIKR,FATEHPUR-SHEKHAWATI,SIKAR JN.,Thursday,1,Weekday
59736,SIKR-FPS,SIKAR JN.,FATEHPUR-SHEKHAWATI,Friday,1,Weekday
59803,RTM-KOTA PAS,RATLAM JN,KOTA,Thursday,1,Weekday
59804,KOTA-RTM PAS,KOTA,RATLAM JN,Monday,1,Weekday
59805,JP-BXN PASSE,JAIPUR JN.,BAYANA,Friday,1,Weekday
59806,BXN-JP PASSE,BAYANA,JAIPUR JN.,Sunday,1,Weekend
59811,HALDIGHATI P,RATLAM JN,AGRA  FORT,Sunday,1,Weekend
59812,JAB-KOTA-RTM,YAMUNA BRIDGE,RATLAM JN,Wednesday,1,Weekday
59813,KOTA-JAB PAS,KOTA,YAMUNA BRIDGE,Friday,1,Weekday
59814,JAB-KOTA PAS,AGRA  FORT,KOTA,Thursday,1,Weekday
59821,KOTA-BHIND P,KOTA,BHIND,Thursday,1,Weekday
59822,BHIND-KOTA P,BHIND,KOTA,Wednesday,1,Weekday
59823,GWL-BIX PASS,GWALIOR JN,BHIND,Sunday,1,Weekend
59824,BIX-GWL PASS,BHIND,GWALIOR JN,Thursday,1,Weekday
59825,GWL-BIX PASS,GWALIOR JN,BHIND,Monday,1,Weekday
59826,BIX-GWL PASS,BHIND,GWALIOR JN,Monday,1,Weekday
59827,BIX-ETW PASS,BHIND,ETAWAH,Tuesday,1,Weekday
59828,ETW-BIX PASS,ETAWAH,BHIND,Tuesday,1,Weekday
59831,BRC-KOTA PAR,VADODARA JN.,KOTA,Tuesday,1,Weekday
59832,KOTA-BRC PAR,KOTA,VADODARA JN.,Sunday,1,Weekend
59833,KOTA-NMH FAS,KOTA,NIMACH,Wednesday,1,Weekday
59834,NMH-KOTA FAS,NIMACH,KOTA,Sunday,1,Weekend
59835,NMH-UDZ PASS,NIMACH,UDAIPUR CITY,Monday,1,Weekday
59836,UDZ-NMH PASS,UDAIPUR CITY,NIMACH,Saturday,1,Weekend
59837,JLWC-KOTA PA,JHALAWAR CITY,KOTA,Wednesday,1,Weekday
59838,KOTA-JLWC,KOTA,JHALAWAR CITY,Tuesday,1,Weekday
59839,JLWC-KOTA PA,JHALAWAR CITY,KOTA,Wednesday,1,Weekday
59840,KOTA-JLWC PA,KOTA,JHALAWAR CITY,Sunday,1,Weekend
61631,BPL BINA MEM,BHOPAL,BINA,Tuesday,1,Weekday
61632,BINA- BPL ME,BINA,BHOPAL,Monday,1,Weekday
63105,SDAH-BPC MEM,SEALDAH,LALGOLA,Friday,1,Weekday
63108,LGL-SDAH MEM,LALGOLA,SEALDAH,Sunday,1,Weekend
